model	0.4038713052576511
use	0.19879675647397332
data	0.1595605545383207
question	0.1524980381899032
graph	0.15197488883076118
train	0.1509285901124771
set	0.1504054407533351
table	0.13994245357049437
response	0.12947946638765367
work	0.10855349202197227
base	0.10672246926497515
also	0.10646089458540413
test	0.10332199843055193
performance	0.1014909756735548
generation	0.10096782631441277
show	0.09913680355741564
input	0.09756735547998954
give	0.09756735547998954
different	0.09730578080041852
information	0.09469003400470835
first	0.09312058592728224
knowledge	0.09155113784985613
training	0.08736594297671986
figure	0.08736594297671986
answer	0.08501177086058069
evaluation	0.08265759874444153
learn	0.0821344493852995
attention	0.08187287470572849
generate	0.07925712791001831
word	0.07507193303688203
score	0.07402563431859796
language	0.07324091027988491
method	0.0716714622024588
sentence	0.0716714622024588
metric	0.07140988752288778
human	0.07036358880460371
dialogue	0.06984043944546169
context	0.0672246926497515
representation	0.06513209521318336
system	0.06330107245618624
number	0.0627779230970442
example	0.0625163484174732
task	0.061470049699189115
well	0.060946900340047086
document	0.05911587758304996
semantic	0.056761705466910804
text	0.05623855610776877
neural	0.05466910803034266
query	0.051007062516348414
however	0.050483913157206385
problem	0.050483913157206385
find	0.05022233847763537
approach	0.04891446507978028
prediction	0.047345017002354176
loss	0.047345017002354176
state	0.04656029296364112
propose	0.046037143604499085
follow	0.04577556892492807
conversation	0.04577556892492807
natural	0.04420612084750196
distribution	0.04342139680878891
structure	0.04263667277007586
sample	0.04263667277007586
type	0.04263667277007586
corpus	0.041851948731362804
similar	0.04132879937222077
previous	0.04132879937222077
best	0.04080565001307873
time	0.039759351294794666
high	0.039759351294794666
transformer	0.039759351294794666
process	0.038713052576510594
make	0.03818990321736856
negative	0.03818990321736856
sequence	0.03792832853779754
mechanism	0.03766675385822652
accuracy	0.03766675385822652
layer	0.03766675385822652
size	0.037405179178655504
reason	0.037405179178655504
select	0.037405179178655504
candidate	0.037405179178655504
law	0.037405179178655504
respectively	0.037143604499084486
token	0.037143604499084486
study	0.03688202981951347
large	0.03662045513994246
user	0.03662045513994246
paper	0.03662045513994246
multiple	0.03662045513994246
step	0.03635888046037144
correspond	0.03635888046037144
summarization	0.03609730578080042
legal	0.0358357311012294
section	0.035312581742087366
network	0.03478943238294533
target	0.03478943238294533
node	0.03478943238294533
hierarchical	0.03478943238294533
provide	0.03452785770337431
original	0.03452785770337431
correct	0.03452785770337431
take	0.03452785770337431
vector	0.034004708344232276
good	0.034004708344232276
squad	0.034004708344232276
output	0.03374313366466126
new	0.03374313366466126
consider	0.03321998430551923
probability	0.032435260266806175
improve	0.032435260266806175
entity	0.032435260266806175
topic	0.032435260266806175
average	0.03217368558723516
apply	0.03191211090766414
latent	0.03165053622809312
space	0.0313889615485221
computational	0.030865812189380067
framework	0.030865812189380067
label	0.030604237509809052
prior	0.030081088150667016
selection	0.030081088150667016
copy	0.030081088150667016
result	0.02955793879152498
diversity	0.02955793879152498
passage	0.029296364111953962
search	0.029034789432382944
match	0.02877321475281193
quality	0.02877321475281193
domain	0.02851164007324091
case	0.02851164007324091
relation	0.02851164007324091
summary	0.028250065393669893
many	0.028250065393669893
pair	0.027988490714098875
see	0.027988490714098875
evaluate	0.027988490714098875
remove	0.027726916034527857
ground	0.027726916034527857
extract	0.027726916034527857
second	0.02746534135495684
comparison	0.02720376667538582
define	0.026942191995814806
several	0.02668061731624379
function	0.02641904263667277
association	0.026157467957101752
action	0.026157467957101752
note	0.025895893277530734
measure	0.025895893277530734
bridge	0.025895893277530734
extractive	0.025895893277530734
classification	0.025634318597959716
source	0.025634318597959716
linguistics	0.0253727439183887
matrix	0.0253727439183887
obtain	0.025111169238817684
end	0.025111169238817684
span	0.025111169238817684
inference	0.02432644520010463
calculate	0.02432644520010463
rate	0.02432644520010463
focus	0.02432644520010463
important	0.02432644520010463
history	0.02406487052053361
bias	0.023803295840962593
automatic	0.02354172116139158
content	0.02354172116139158
concept	0.02354172116139158
research	0.02328014648182056
standard	0.02328014648182056
thus	0.02328014648182056
small	0.02328014648182056
analysis	0.023018571802249543
randomly	0.022756997122678525
know	0.022756997122678525
hidden	0.022495422443107507
way	0.022495422443107507
utterance	0.02223384776353649
final	0.02223384776353649
present	0.02223384776353649
phrase	0.02197227308396547
get	0.021710698404394456
recent	0.021449123724823438
choose	0.021449123724823438
finally	0.02118754904525242
list	0.02118754904525242
need	0.02118754904525242
significantly	0.02118754904525242
similarity	0.02118754904525242
hierarchy	0.02118754904525242
policy	0.020925974365681402
position	0.020664399686110384
capture	0.020664399686110384
directly	0.020402825006539366
fact	0.02014125032696835
compare	0.02014125032696835
order	0.02014125032696835
possible	0.02014125032696835
positive	0.02014125032696835
combine	0.019879675647397333
effectiveness	0.019879675647397333
perform	0.019879675647397333
introduce	0.019879675647397333
improvement	0.019879675647397333
build	0.019618100967826315
additional	0.019618100967826315
produce	0.019618100967826315
architecture	0.019618100967826315
ablation	0.019618100967826315
due	0.019356526288255297
experimental	0.019356526288255297
mean	0.019356526288255297
predict	0.019356526288255297
much	0.019356526288255297
feature	0.01909495160868428
single	0.01909495160868428
template	0.01909495160868428
consistency	0.01883337692911326
design	0.018571802249542243
supervision	0.018571802249542243
simple	0.018571802249542243
paragraph	0.018571802249542243
low	0.01831022756997123
various	0.01831022756997123
effect	0.01831022756997123
relevant	0.01831022756997123
current	0.01804865289040021
specifically	0.01804865289040021
significant	0.01804865289040021
available	0.01804865289040021
novel	0.017787078210829192
generator	0.017787078210829192
relate	0.017525503531258174
tree	0.017263928851687156
help	0.017263928851687156
global	0.017263928851687156
operation	0.017263928851687156
level	0.017263928851687156
less	0.017002354172116138
last	0.017002354172116138
even	0.017002354172116138
main	0.017002354172116138
abstractive	0.017002354172116138
annotation	0.01674077949254512
valid	0.01674077949254512
addition	0.01674077949254512
therefore	0.01674077949254512
correlation	0.01674077949254512
conversational	0.01674077949254512
description	0.01674077949254512
screen	0.01674077949254512
experiment	0.016479204812974105
weight	0.016479204812974105
confidence	0.016479204812974105
slot	0.016217630133403087
validation	0.016217630133403087
effectively	0.016217630133403087
overall	0.016217630133403087
gold	0.016217630133403087
top	0.016217630133403087
form	0.01595605545383207
compute	0.01595605545383207
instead	0.01595605545383207
augmentation	0.01595605545383207
split	0.01595605545383207
instance	0.01595605545383207
report	0.01595605545383207
add	0.01595605545383207
often	0.01595605545383207
rank	0.01595605545383207
algorithm	0.01595605545383207
calibrator	0.01595605545383207
future	0.01569448077426105
consistent	0.01569448077426105
term	0.015432906094690033
length	0.015432906094690033
part	0.015432906094690033
extraction	0.015432906094690033
long	0.015432906094690033
logical	0.015171331415119017
log	0.015171331415119017
general	0.015171331415119017
error	0.015171331415119017
strong	0.015171331415119017
effective	0.015171331415119017
random	0.014909756735547999
recently	0.014909756735547999
diverse	0.014909756735547999
sparse	0.014909756735547999
edge	0.014909756735547999
distant	0.014909756735547999
still	0.014648182055976981
observe	0.014648182055976981
turn	0.014648182055976981
resolution	0.014648182055976981
construct	0.014386607376405965
classifier	0.014386607376405965
appendix	0.014386607376405965
understand	0.014386607376405965
group	0.014386607376405965
mention	0.014386607376405965
object	0.014386607376405965
explanation	0.014386607376405965
related	0.014125032696834947
start	0.014125032696834947
complex	0.014125032696834947
da	0.014125032696834947
deep	0.014125032696834947
moreover	0.013863458017263929
retrieval	0.013863458017263929
variable	0.01360188333769291
value	0.01360188333769291
coherence	0.01360188333769291
fluency	0.01360188333769291
scale	0.013340308658121894
module	0.013340308658121894
common	0.013340308658121894
